Fecha de Presentacion;Proyecto;Codigo;Proponente(s);Cargo;Comision;Estado;Total_Propuestas;;;
30/7/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de la Defensoría del Pueblo para la Prevención y Erradicación de la Violencia, Discriminación y Agresiones Sexuales contra Niños, Niñas y Adolescentes;Cod. AN-2019-1662 / 373827;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;29;;;
30/7/2019;Proyecto de Ley Orgánica de Defensa de los Derechos de los Consumidores que Contraten Servicios de Asistencias;Cod. AN-2019-1659 / 373822;WILLIAM ANTONIO GARZON RICAURTE;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Revisión en la Unidad Ténica Legislativa;10;;;
30/7/2019;Proyecto de Ley Orgánica Reformatorio del Código de la Niñez y Adolescencia para Prevenir y Erradicar la Violencia, Discriminación y Agresiones Sexuales contra Niños, Niñas y Adolescentes;Cod. AN-2019-1660 / 373825;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión Especializada Ocasional para tratar temas y normativa de niños, niñas y adolescentes;En trámite / Segundo Debate en el Pleno;29;;;
30/7/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Movilidad Humana;Cod. AN-2019-1652 / 373748;MORENO GARCÉS LENÍN ;PRESIDENTE CONSTITUCIONAL DE LA REPUBLICA / PRESIDENCIA DE LA REPUBLICA;Comisión de Relaciones Internacionales y Movilidad Humana;Publicado / ;31;;;
30/7/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Servicio Público para la Prevención y Erradicación de la Violencia Sexual contra Niños, Niñas y Adolescentes;Cod. AN-2019-1661 / 373826;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;29;;;
30/7/2019;Proyecto de Ley Reformatoria a la Ley Orgánica del Sistema Nacional de Contratación Pública;Cod. AN-2019-1664 / 373885;FAFO HOLGUIN GAVILANEZ CAMACHO, JUAN CARLOS YAR ARAUJO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;2;;;
29/7/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Administrativo;Cod. AN-2019-1658 / 373558;FRANCO SEGUNDO ROMERO LOAYZA;ASAMBLEISTA / ASAMBLEA NACIONAL ;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;4;;;
25/7/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal Coip que Tipifica los Delitos de Asesinato por Falso Rumor y Asesinato por Linchamiento;Cod. AN-2019-1657 / 373284;CAMPOVERDE GONZALEZ RAUL FREDDY;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;2;;;
24/7/2019;Proyecto de Ley Orgánica Reformatoria del Código Integral Penal y al Código Orgánico de Entidades de Seguridad Ciudadana y Orden Público;Cod. AN-2019-1653 / 373103;CESAR FAUSTO  SOLORZANO SARRIA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;6;;;
24/7/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Educación Intercultural;Cod. AN-2019-1656 / 373029;QUIJIJE DELGADO LUIS RAFAEL;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;2;;;
23/7/2019;Proyecto de Ley Reformatoria al Código de Comercio;Cod. AN-2019-1654 / 372863;LARREATEGUI FABARA  MARIA GABRIELA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;12;;;
23/7/2019;Proyecto de Ley Orgánica Reformatoria para Erradicar el Uso Excesivo de la Prisión Preventiva;Cod. AN-2019-1655 / 372896;ZAMBRANO VERA MARIANO;ASAMBLEÍSTA / ASAMBLEA NACIONAL ;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;10;;;
18/7/2019;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de Educación Intercultural;Cod. AN-2019-1651 / 372470;HENRIQUEZ JAIME PATRICIA IVONNE;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;6;;;
18/7/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Transporte Terrestre Tránsito y Seguridad Vial;Cod. AN-2019-1650 / 372403;ALBERTO JESUS ARIAS RAMIREZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión Especializada Ocasional para Coordinar, Evaluar y dar Seguimiento al Consejo Consultivo establecido en la Ley de Transporte Terrestre, Tránsito y Seguridad Vial;Publicado / Registro del texto definitivo para publicación;13;;;
16/7/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Monetario y Financiero;Cod. AN-2019-1647 / 371959;YAGUANA ECHEVERRIA ANDREA ALEXANDRA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;No Calificado / Archivado;9;;;
16/7/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Servicio Público;Cod. AN-2019-1648 / 371982;ZAMBRANO ALCÍVAR  MAGDA XIOMARA ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;1;;;
16/7/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Servicio Público;Cod. AN-2019-1649 / 372048;CALLE VERZOZI HERMUY;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;2;;;
11/7/2019;Proyecto de Ley Interpretativa al Artículo 26 de la Ley Orgánica de la Contraloría General del Estado;Cod. AN-2019-1646 / 371518;CUESTA ORELLANA MARÍA DE LOURDES;ASAMBLEÍSTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;11;;;
11/7/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Educación Intercultural;Cod. AN-2019-1644 / 371482;JEANNINE DEL CISNE CRUZ VACA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;13;;;
11/7/2019;Proyecto de Ley Reformatoria de la Ley Orgánica de la Función Legislativa;Cod. AN-2019-1645 / 371805;SALGADO ANDRADE SILVIA;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;29;;;
10/7/2019;Proyecto de Ley Orgánica Reformatoria para la Protección de la Producción Nacional Frente la Formalización de Productos Objeto de Contrabando;Cod. AN-2019-1642 / 371396;VILLALVA MIRANDA  LIRA DE LA PAZ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;9;;;
10/7/2019;Proyecto de Ley Reformatoria a la Ley de Compañías;Cod. AN-2019-1643 / 371447;KRONFLE KOZHAYA  HENRY FABIÁN ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;5;;;
9/7/2019;Proyecto de Ley para Prevenir y Reducir la Pérdida y el Desperdicio de Alimentos y Mitigar el Hambre en Personas Vulnerables;Cod. AN-2019-1641 / 371071; DALLYANA MARIANE PASSAILAIGUE MANOSALVAS;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;8;;;
4/7/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización-COOTAD, para la Creación de la Red de Servicios de Cuidado;Cod. AN-2019-1640 / 370540;SOLIZ CARRION DORIS JOSEFINA, MUÑOZ LOPEZ CHRISTIAN PABEL;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;1;;;
4/7/2019;Proyecto de Ley Reformatoria a la Ley de Minería;Cod. AN-2019-1639 / 370442;LARREATEGUI FABARA  MARIA GABRIELA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Biodiversidad y Recursos Naturales;En trámite / Revisión en Comisión para Segundo Debate;12;;;
3/7/2019;Proyecto de Ley Reformatoria a la Ley de Seguridad Social para Agilizar y Efectivizar la Recaudación en el Ejercicio de la Potestad de Ejecución Coactiva;Cod. AN-2019-1637 / 370194;QUIÑONEZ OCAMPO  JULIO CÉSAR;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;2;;;
3/7/2019;Proyecto de Ley Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización (COOTAD);Cod. AN-2019-1638 / 370307;SUQUILANDA VALDIVIESO  BYRON VINICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Publicado / ;20;;;
2/7/2019;Proyecto de Ley Reformatoria a la Ley Orgánica de la Función Legislativa;Cod. AN-2019-1636 / 370054;GAVILANEZ CAMACHO FAFO HOLGUIN ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;3;;;
2/7/2019;Proyecto de Ley Reformatoria a la Ley de Régimen Tributario Interno;Cod. AN-2019-1634 / 370001;KRONFLE KOZHAYA  HENRY FABIÁN ;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;Publicado / ;5;;;
2/7/2019;Proyecto de Ley Reformatoria al Código Orgánico Integral Penal;Cod. AN-2019-1635 / 370053;GAVILANEZ CAMACHO FAFO HOLGUIN ;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;3;;;
28/6/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autónomia y Descentralización;Cod. AN-2019-1632 / 369621;FRANCO SEGUNDO ROMERO LOAYZA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;4;;;
28/6/2019;Proyecto de Ley Reformatoria a la Ley Orgánica de Desarrollo Fronterizo;Cod. AN-2019-1633 / 369723;SUQUILANDA VALDIVIESO  BYRON VINICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Soberanía, Integración y Seguridad Integral;En trámite / Revisión en Comisión para Segundo Debate;20;;;
27/6/2019;Proyecto de Ley Reformatoria de la Ley de Fabricación, Importación, Exportación, Comercialización y Tenencia de Armas, Municiones, Explosivos y Accesorios;Cod. AN-2019-1629 / 369559;RAMON FORTUNATO TERAN SALCEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;8;;;
27/6/2019;Proyecto de Ley Orgánica Reformatoria de la Ley Orgánica de Transporte Terrestre, Tránsito y Seguridad Vial;Cod. AN-2019-1631 / 369561;RAMON FORTUNATO TERAN SALCEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión Especializada Ocasional para Coordinar, Evaluar y dar Seguimiento al Consejo Consultivo establecido en la Ley de Transporte Terrestre, Tránsito y Seguridad Vial;Publicado / Registro del texto definitivo para publicación;8;;;
27/6/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico de Organización Territorial, Autonomía y Descentralización-COOTAD para la Aplicación y Garantía Efectiva del Principio de Paridad;Cod. AN-2019-1628 / 369404;SOLIZ CARRION  DORIS JOSEFINA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Gobiernos Autónomos Descentralización Competencias y Organización Territorio;Archivado / ;5;;;
27/6/2019;Proyecto de Ley Orgánica Reformatoria del Código Orgánico Integral Penal;Cod. AN-2019-1630 / 359560;RAMON FORTUNATO TERAN SALCEDO;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;8;;;
26/6/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal Coip que Tipifica los Delitos de Asesinato por Falso Rumor y Asesinato por Linchamiento;Cod. AN-2019-1626 / 369318;CAMPOVERDE GONZALEZ RAUL FREDDY;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;2;;;
26/6/2019;Proyecto de Ley Reformatoria de la Ley de Hidrocarburos;Cod. AN-2019-1627 / 369334;TELLO BENALCÁZAR RAÚL ESTUPIÑAN ;ASAMBLEÍSTA / ASAMBLEA NACIONAL ;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;10;;;
25/6/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Servicio Público y al Código del Trabajo;Cod. AN-2019-1625 / 369011;CALLEJAS BARONA FERNANDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL ;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;6;;;
25/6/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Discapacidades;Cod. AN-2019-1624 / 368923;HOLGUIN NARANJO  MARCELA PRISCILA;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Revisión en Comisión para Primer Debate;32;;;
20/6/2019;Proyecto de Ley Reformatoria a la Ley de Movilidad Humana;Cod. AN-2019-1623 / 368433;SUQUILANDA VALDIVIESO  BYRON VINICIO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Relaciones Internacionales y Movilidad Humana;Publicado / ;20;;;
20/6/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de la Contraloría General del Estado;Cod. AN-2019-1621 / 368452;ALMEYDA JALIL  VICENTE FERNANDO;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Archivado / Registro de Objeción Total;2;;;
19/6/2019;Proyecto de Ley Orgánica del Deporte y la Actividad Física;Cod. AN-2019-1620 / 368344; PALACIOS MUÑOZ JUAN SEBASTIAN;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;En trámite / Revisión en Comisión para Segundo Debate;8;;;
19/6/2019;Proyecto de Ley Orgánica Reformatoria, para Restituir el Control Previo de Legalidad de Actos y Contratos;Cod. AN-2019-1618 / 368242;SALVADOR CRESPO IÑIGO FRANCISCO;PROCURADOR GENERAL DEL ESTADO / PROCURADURIA GENERAL DEL ESTA;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;2;;;
19/6/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal para Sancionar las Infracciones en Contra de los Ciclistas;Cod. AN-2019-1619 / 368319; PALACIOS MUÑOZ JUAN SEBASTIAN;ASAMBLEISTA / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;8;;;
18/6/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Integral Penal;Cod. AN-2019-1617 / 368214;MORENO GARCÉS LENÍN ;PRESIDENTE CONSTITUCIONAL DE LA REPUBLICA / PRESIDENCIA DE LA REPUBLICA;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;31;;;
14/6/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Garantías Jurisdiccionales y Control ;;;;;;;;;
Constitucional;;;;;;;;;;
;Cod. AN-2019-1616 / 367850;AZUERO RODAS  ELISEO ALEXIS;ASAMBLEISTA / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;10;;;;
República del Ecuador; Código de la Democracia;;;;;;;;;
;Cod. AN-2019-1615 / 367812;ALARCON GUILLIN  FREDY OSCAR;ASAMBLEISTA  / ASAMBLEA NACIONAL;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;8;;;;
"la Administración Aduanera y Fortalecer la Industria Nacional""";Cod. AN-2019-1613 / 367600;LLORET VALDIVIESO  JUAN CRISTOBAL;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;Publicado / ;7;;;;
11/6/2019;Proyecto de Ley para Evitar el Desperdicio y Pérdida de Alimentos;Cod. AN-2019-1612 / 367396;ARTEAGA MUÑOZ  KARINA CECILIA;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / ;15;;;
11/6/2019;Proyecto de Ley Orgánica Reformatoria al Código Orgánico Tributario;Cod. AN-2019-1611 / 367400;FRANCO SEGUNDO ROMERO LOAYZA;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;4;;;
11/6/2019;Proyecto de Ley Reformatoria a la Ley para el Fomento, Apoyo y Protección a la Lactancia Materna;Cod. AN-2019-1610 / 367398;ARTEAGA MUÑOZ  KARINA CECILIA;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Archivado / Registro de Objeción Total;15;;;
6/6/2019;Proyecto de Ley Reformatoria al Código Orgánico Integral Penal;Cod. AN-2019-1608 / 366990;VERDEZOTO REINOSO ROSA ISABEL;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;5;;;
6/6/2019;Proyecto de Ley Orgánica para Inhabilitar la Presentación de Candidaturas de Elección Popular a ;;;;;;;;;
Destituidos o Removidos de sus Cargos; Reformatoria a la Ley Orgánica Electoral y de Organizaciones ;;;;;;;;;
Políticas de la República del Ecuador;" Código de la Democ""";Cod. AN-2019-1609 / 366999;MORENO GUERRERO  HENRY FREDY;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;9;;;
6/6/2019;Proyecto de Ley Interpretativa del Artículo 1 del Decreto Legislativo S/N, Expedido el 15 de Agosto y Publicado ;;;;;;;;;
en el Registro Oficial Año I; Número 16; de Lunes 3 de Septiembre de 1979;;;;;;;;
;Cod. AN-2019-1607 / 366920;TELLO BENALCÁZAR RAÚL ESTUPIÑAN ;ASAMBLEÍSTA / ASAMBLEA NACIONAL ;No Asignada;En trámite / Revisión en el Consejo de Administración Legislativa;10;;;;
4/6/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica del Servicio Público - Estipendio Justo;Cod. AN-2019-1604 / 366466;BAIRON LEONARDO  VALLE PINARGOTE;ASAMBLEISTA  / ASAMBLEA NACIONAL;No Asignada;Retirado / Registro del Proyecto;6;;;
31/5/2019;Proyecto de Ley Derogatoria al Impuesto Ambiental a la Contaminación Vehicular (Impuesto Verde);Cod. AN-2019-1602 / 366092;MORENO GARCÉS LENÍN ;PRESIDENTE CONSTITUCIONAL DE LA REPUBLICA / PRESIDENCIA DE LA REPUBLICA;Comisión de Desarrollo Económico, Productivo y la Microempresa;Publicado / ;31;;;
30/5/2019;Proyecto de Ley Orgánica Reformatoria a la Ley Orgánica de Educación Intercultural;Cod. AN-2019-1601 / 366028;DUCHI GUAMÁN MARÍA ENCARNACIÓN;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión de Educación, Cultura, Ciencia, Tecnología, Innovación y Saberes Ancestrales;Publicado / ;13;;;
30/5/2019;Proyecto de Ley de Regulación para la Prevención y Control de Cáncer Cérvico Uterino;Cod. AN-2024-2910 / 365926;ALMEYDA JALIL  VICENTE FERNANDO;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión del Derecho a la Salud y Deporte;Publicado / Registro del texto definitivo para publicación;2;;;
28/5/2019;Proyecto de Ley Orgánica Interpretativa a las Disposiciones Derogatorias Novena y Décima de la Ley Orgánica de las Personas Adultas Mayores;Cod. AN-2019-1597 / 365438;LLORET VALDIVIESO  JUAN CRISTOBAL;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión de Garantías Constitucionales, Derechos Humanos, Derechos Colectivos y la Interculturalidad;En trámite / Difusión para Primer Debate;7;;;
28/5/2019;Proyecto de Ley Orgánica Reformatoria del Código Orgánico Integral Penal;Cod. AN-2019-1599 / 365600;CARRION MORENO  CÉSAR ATAULFO;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión de Justicia y Estructura del Estado;En trámite / Revisión en Comisión para Primer Debate;5;;;
28/5/2019;Proyecto de Ley para el Fomento de la Bancarización, la Inclusión Financiera y el Acceso al Cŕedito;Cod. AN-2019-1598 / 365599;BUSTAMANTE MONTEROS  RUBEN ALEJANDRO;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión de Régimen Económico y Tributario y su Regulación y Control;En trámite / Revisión en Comisión para Primer Debate;8;;;
20/5/2019;Proyecto de Ley Reformatoria al Código de la Niñez y Adolescencia;Cod. AN-2019-1594 / 364667;LARREATEGUI FABARA  MARIA GABRIELA;ASAMBLEISTA  / ASAMBLEA NACIONAL;Comisión Especializada Ocasional para tratar temas y normativa de niños, niñas y adolescentes;En trámite / Segundo Debate en el Pleno;12;;;
16/5/2019;Proyecto de Ley Orgánica para la Búsqueda, Investigación y Localización de Personas Desaparecidas;Cod. AN-2019-1593 / 364386;CUESTA ORELLANA MARÍA DE LOURDES;ASAMBLEÍSTA / ASAMBLEA NACIONAL;Comisión Ocasional para Atender los Casos de Personas Desaparecidas;Publicado / ;11;;;
